,mse,iou,flat,lap,mean_def,inst_def
30,0.9893837532376856,0.9826783763199318,0.0,6.087788056991086e-05,0.13990676148635586,0.00022325991620726095
31,0.9893742863967167,0.982675720884548,0.0,5.29296613399865e-05,0.142837741116925,0.00021850243889290377
32,0.9893582097398557,0.98267883922511,0.0,6.018230316278381e-05,0.14658507410951746,0.00021992494634090454
33,0.9893734343652802,0.9826745945748275,0.0,5.413913464227386e-05,0.1498816146901468,0.0002233375220148298
34,0.9893960370038583,0.9826724440828571,0.0,4.4675260563430704e-05,0.15095125856559452,0.00022843071976269604
35,0.9894010368886033,0.9826719559789673,0.0,5.1285530049441385e-05,0.15320868578141297,0.00022101139268677916
36,0.989408301992145,0.98267022635394,0.0,4.73998912654006e-05,0.15500600944931914,0.00021941449419936976
37,0.989413155288231,0.9826689472770304,0.0,4.019464156998566e-05,0.15445806134522447,0.0002197567292177251
38,0.9894143929326438,0.9826685436130539,0.0,4.519922361107935e-05,0.15421249450949148,0.00022057340041700205
39,0.9894302630327582,0.9826673626657424,0.0,4.094333576731293e-05,0.15416891884997608,0.0002192508429762097
40,0.9894247110781631,0.9826692472386166,0.0,3.755167484094391e-05,0.15438871942763407,0.00022041741003778317
41,0.9894325687148706,0.9826689030581374,0.0,3.8350611152335604e-05,0.15553863382920985,0.00022152884018832698
42,0.9894354351894642,0.9826669490676585,0.0,4.215679073388493e-05,0.1583728871754999,0.00022312976645066297
43,0.9893832046811174,0.9826751518540267,0.0,7.383697546292825e-05,0.161967286037478,0.00023453349253608528
44,0.989367628727502,0.9826769249710611,0.0,7.471264621202183e-05,0.16494295125206312,0.00021927753296336236
45,0.9893687294750679,0.9826757959960922,0.0,7.159279578526759e-05,0.16597462263776036,0.00022054653145903836
46,0.9893272658431433,0.9826847742485806,0.0,8.000677293076604e-05,0.16623597277131508,0.00023094955377462434
47,0.9893037005653226,0.9826884765208252,0.0,7.660865983454893e-05,0.16676263156823995,0.00022113401493283814
48,0.9893083711707495,0.9826878607273102,0.0,7.200613657826069e-05,0.16708998597128605,0.0002188655029666682
49,0.9892926054999112,0.9826873184704199,0.0,7.297038253573265e-05,0.1680230794822782,0.00022010451049744569
50,0.9892644220735969,0.9826955151994053,0.0,7.37042457804205e-05,0.16897189035648252,0.00022332853419593595
51,0.9892598624394192,0.9826923814730916,0.0,7.478423344209882e-05,0.17062936529396025,0.00021682866509223917
52,0.9892562105645978,0.9826921989035801,0.0,6.635064275498025e-05,0.17053095275551322,0.00022046674460923202
53,0.9892246536607665,0.9826955643853521,0.0,7.003023742944924e-05,0.1715615265131966,0.00021770070313463722
54,0.9891890722319363,0.9827029043581428,0.0,8.177450358263327e-05,0.17490980150253793,0.00021978825724345815
55,0.9891384658290119,0.9827093919360541,0.0,9.577385489085909e-05,0.17849920272100261,0.00021957114819916177
56,0.9891137779970479,0.9827127070204029,0.0,9.711966436967724e-05,0.1827366695232023,0.00021841349439270514
57,0.9890719319019861,0.9827159261558114,0.0,0.00010212489577519946,0.18631565192244887,0.00021796184884761914
58,0.9888641521698092,0.9827444755691823,0.0,0.00012158465151293146,0.1890352766324834,0.00021799249133607184
59,0.9886571638952426,0.9827786556831221,0.0,0.00016670129039491398,0.1933030039980644,0.00022821014703722762
60,0.9884887390989598,0.98278698591682,0.0,0.00015887583447885283,0.1979278845757973,0.0002208203666195618
61,0.9884407413684255,0.982802495844965,0.0,0.0001523983754133389,0.20224975116126906,0.00021784454230971566
62,0.9882337791406042,0.9828186411925448,0.0,0.0001597045735045283,0.20699066290162443,0.0002181589892628599
63,0.9881043201539574,0.9828343232715033,0.0,0.00016219522776219397,0.21013234934307695,0.0002181012207917619
64,0.9880959454590712,0.9828369046856718,0.0,0.00015192280010139472,0.21227264055997375,0.00021379232214720223
65,0.9879361578846365,0.9828615010511584,0.0,0.00015752018970954118,0.21577267700094518,0.00021708914614945076
66,0.9878741989775401,0.9828547761449969,0.0,0.00016239961071296715,0.21953398367859484,0.0002210155937832977
67,0.9877321558996914,0.9828779801605193,0.0,0.0001784071168136817,0.22271000857396825,0.0002185068559611398
68,0.9876433156612443,0.9828911844065519,0.0,0.0001689491651720856,0.22754850623205425,0.00021590205769308246
69,0.987465896620983,0.9829054015681027,0.0,0.00016859849208371517,0.23175416908007326,0.00021614506580427712
70,0.9875673675924782,0.9829042092329119,0.0,0.00014648407665024534,0.23617089739659938,0.00021624923595563297
71,0.9874451430590172,0.9829255630814933,0.0,0.00015120043468872668,0.24143760657407404,0.0002163735554814793
72,0.9873618934212661,0.9829282355986959,0.0,0.0001439225422317821,0.24737138270847198,0.0002135101690882726
73,0.9871857343165855,0.9829463115552577,0.0,0.0001644777540508866,0.2537608047932144,0.00021657925922559891
74,0.9872486076461591,0.9829474544622064,0.0,0.00014172472243459432,0.25983718855351934,0.0002154460725125126
75,0.9870276830302991,0.9829666248666562,0.0,0.0001512307322198881,0.26555915491852333,0.00022289125145033448
76,0.9870295298051058,0.9829690854966155,0.0,0.00015372682147000622,0.27217910178308563,0.00021739167014465333
77,0.9869045240849983,0.982986283617291,0.0,0.00015796129357512677,0.2781444823717683,0.0002185317176421139
78,0.9869277981238637,0.9829762080093709,0.0,0.0001411212895293171,0.2824222693840663,0.00021721402086635552
79,0.9868489297909465,0.9829916966155292,0.0,0.00016472608736447416,0.2869257263657523,0.00021860484991883253
80,0.9866980778250268,0.9830021305782038,0.0,0.00015933547254506976,0.29245120438376093,0.00021818426895647204
81,0.9866403016617628,0.9830050212823278,0.0,0.00016514373428213819,0.29757332105219847,0.00021637775146116585
82,0.9866473868610414,0.9830055004212914,0.0,0.00015017877636800097,0.3019581025814622,0.00021522496459008066
83,0.9866284245882577,0.9829954767857141,0.0,0.00015358799525226155,0.3053303222830703,0.0002163309063024183
84,0.9867574086761087,0.9829889082811712,0.0,0.00014306918018245767,0.3088053400681271,0.00021819347848503365
85,0.9867646617860328,0.9829847147551979,0.0,0.00014280339557326367,0.3130330920704012,0.00021661940452877463
86,0.9868275341464252,0.9829870155914043,0.0,0.0001394527136757298,0.3173933661565548,0.00021740945370899082
87,0.9867475866302242,0.9829959928747115,0.0,0.00015672764573359816,0.32136194698694276,0.0002166270184634931
88,0.986700196334017,0.98301192003537,0.0,0.00014613359122834266,0.32583258288904904,0.00021733280309268682
89,0.9867360037032181,0.9829964852187691,0.0,0.00014959631649927782,0.32915610789768096,0.00021732411326270748
90,0.9867975618538818,0.9829949187796291,0.0,0.00015012218882031625,0.33332565172416406,0.00021501314661624593
91,0.9868293496651378,0.982988535873289,0.0,0.0001412884960042377,0.33685035403908753,0.00021587713771571625
92,0.9867550241268748,0.9829908739018246,0.0,0.00015078704784424575,0.340758708192081,0.00021740290088100147
93,0.9869493771859301,0.9829713589534527,0.0,0.00014627579757205505,0.3437101157700143,0.0002172560104769011
94,0.986858446544748,0.9829874009620853,0.0,0.0001447486703126025,0.34688865914335093,0.00021563411809904387
95,0.9868411246111722,0.9829876901415305,0.0,0.00013618525242155164,0.3496932241974807,0.00021617535904676433
96,0.9868038924244361,0.9829788079591302,0.0,0.0001328446173496692,0.3522108212355676,0.00021658721767395272
97,0.9868757371010819,0.9829819505292225,0.0,0.00012446911481733914,0.3550781804492803,0.0002172001465616513
98,0.9869084578704058,0.9829780648394328,0.0,0.00012876213591747417,0.35785050805264373,0.00021730131582414723
99,0.9869916414826866,0.9829739482422185,0.0,0.00013135263902879114,0.3603471605394914,0.00021936393587691975
